name,category,subcategory,website,url,description,contact_person,email,phone,location
The Virtual Picture,360 Video & Photo,360 Photography,http://thevirtualpicture.com/,http://www.vrmeister.com/the-virtual-picture/,"The Virtual Picture is a 360° photographic production business, primarily creating ‘Virtual Tours’ for a wide variety of business sectors.
A Virtual Tour photographically replicates an actual environment, so anyone, anywhere can appreciate and make knowledgeable, informed decisions on captured space quickly simply via a web connection.
You can also view our Virtual Tours in Virtual Reality using many of the headsets ((Head-Mounted Display) (HMD)) now available. This allows you to truly become part of the captured space and navigate through as if you were there in real life. It definitely creates that ‘wow’ factor whilst also being very true-to-life.
Additional customisations such as business brand, text, photos, video, or even sound to enhance the user experience can be incorporated into our Virtual Tours.",Ashley Thorpe,hello@thevirtualpicture.com,+44 (0)7795 516 806,UK
360 experts,360 Video & Photo,360 Photography,http://www.360experts.nl/,http://www.vrmeister.com/360-experts/,"We are 360 experts a start up virtual reality business from The Netherlands.
With our niche-webshops we selling virtual reality glasses and 360 degree action camera’s.",Jurriën Kwint,info@360experts.nl,,Netherlands
PanoGraph Ltd,360 Video & Photo,360 Photography,http://worldpanoramastock.com/,http://www.vrmeister.com/panograph-ltd/,"Our stock photo agency provides High-Resolution Panoramic images for web design, editorial, advertising and corporate use as billboards, murals, posters, free standing inserts, cover pages, wrap covers, double pages, gatefolds, fold-outs and various electronic media uses.
360 degree panoramas, photospheres for VR Heads, iPhone, iPad, Android and eBook applications.",Tamas D.Varga,tvarga@panograph.hu,36209441207,Hungary
TransReal360,360 Video & Photo,360 Photography,http://transreal360.com/,http://www.vrmeister.com/transreal360/,"Immersive 360º video and photo in Spain:
Makers of the first Spanish fiction 360Video web series:
  Makers of the first Spanish live music concert on 360Video:
Check out the playlist
Get immersed on the new 360º virtual reality: Events, live streaming, dome projections, web apps…",Daniel,daniel@transreal360.com,+34 619334421,Spain
Roundme,360 Video & Photo,360 Photography,https://round.me/,http://www.vrmeister.com/roundme/,"Roundme is an Android, iOS, and web app where users create interactive, simple-to-use and absolutely gorgeous virtual tours.
With Roundme visitors can enjoy a 360-degree immersive experience and visit incredibly diverse spaces, including scenic tourist destinations, natural wonders and historical landmarks as well as commercial and residential real estate properties.
  Experience Roundme for free:
Android: Google Play 
iTunes: App Store ",Contact,hello@round.me,(424) 335-9630,"Los Angeles, United States"
Ascape,360 Video & Photo,360 Photography,http://ascape.com/,http://www.vrmeister.com/ascape/,"Do you find yourself daydreaming of adventure? Wishing you could somehow teleport to paradise and back again, without having to invest the time and money to actually get there? Well, now you can.
Ascape is a platform for 360° virtual reality travel experiences. By using your smartphone and a virtual reality headset such as Google Cardboard, you can finally become the world traveler you always wanted to be. Take an immersive tour of San Francisco or explore the ancient ruins of Petra. Fly above Saint Petersburg or snowboard the French Alps. Walk with elephants or sail alongside dolphins. The world is now in the palm of your hand.
Oh yeah – did we mention it’s free?
Download the Free App on Google Play ",,CONTACT@ASCAPEVR.COM,(408) 775-9974,United States
Light & Shadows,360 Video & Photo,360 Photography,http://www.light-and-shadows.com/,http://www.vrmeister.com/light-shadows/,"LIGHT & SHADOWS
MAJOR PLAYER OF VIRTUAL REALITY
LIGHT & SHADOWS is a company providing 3D Virtual Reality global solutions : Software, Content, Product, and Solution.
Founded in 2009 and based in greater PARIS, 25% of the company turnover is reinvested into R&D.
LIGHT & SHADOWS workforce increased by 40% every year with 95% engineers, researchers and doctors.
The trademark is innovation, pro-activity, in constant search of quality to satisfy customers demand : PSA Peugeot Citroën, Saint-Gobain, Dassault Aviation, Airbus Group and CEA have trusted the company.
WITH EXPERTISE LIGHT & SHADOWS RESPONDS TO A WIDE SPECTRUM OF VR PROJECTS DEVELOPMENT, PROPOSING NEW AND COMPLETE SOLUTIONS TO THE INDUSTRIAL CHALLENGES OF TOMORROW :
 ",,contact@ls-vr.com,+33 (0) 1 75 60 18 00,"Paris, France"
REALVISION 360º,360 Video & Photo,360 Photography,http://realvision360.com/,http://www.vrmeister.com/realvision-360/,"Panoramic Photographer
Virtual tour 360º Production
Website design and development
Digital graphic design
Project manager",Hernan David Munoz,info@realvision360.com,3004237078,Colombia
IVRPA,360 Video & Photo,360 Photography,http://ivrpa.org/,http://www.vrmeister.com/ivrpa/,"International VR Photography Association
The IVRPA is an international association of professionals who create and produce 360° interactive, immersive images, also called 360° panoramas. Our members include professional photographers, programmers, web developers, designers, software sevelopers, hardware manufactors, artists and enthusiasts, who produce and use 360° imaging techniques.
Mission Statement
The IVRPA mission is to promote the success of Professional VR Photographers. We strive to develop and support the professional and artistic uses of 360° panoramas, image based VR and related technologies worldwide through education, networking opportunities, manufacturer alliances, marketing assistance, and technical support of our member’s work.
History
The IVRPA was founded originally as the IQTVRA, the International QuickTimeVR Association. The association was incorporated in the state of California on December 7th, 1998. In December 2004, the association changed their name to IVRPA to reflect our broadening technological field of immersive interactive imaging and was incorporated in the state of Massachusetts, USA.
The IVRPA is currently recognized by the USA IRS as a tax-exempt, nonprofit corporation under the 501(c)(3) section of the Internal Revenue Code.
Website
In March 2015, the IVRPA re-launched our website. This website is the hub of the IVRPA community as a source of education and reference and showcases work of IVRPA members to the audience at large. The website was built on the open sourceWordPress platform. It was built and is maintained by IVRPA members Sam Rohn with help from Luc Villeneuve for the entire VR Photography community.",NA,info@ivrpa.org,NA,United States
Prizmiq,360 Video & Photo,360 Photography,http://www.prizmiq.com/,http://www.vrmeister.com/prizmiq/,"We see the prizmiq experience as a perfect way to help our clients really stand out and be noticed.
One
Send us your product samples for immediate on-boarding.
Two
We capture and digitize your products using our sophisticated 3D technology.
Three
We populate the images to your website, seamlessly integrating with your e-commerce software.",NA,info@prizmiq.com,NA,United States
Arch Virtual,VR Entertainment,Animation,http://archvirtual.com/,http://www.vrmeister.com/arch-virtual/,"We don’t just build stuff. We are obsessed with knocking every project out of the park, and don’t stop until we have exceeded every client’s expectations. Instead of huddling around cubicles, we recruit the most talented independent contractors and collaborate remotely, using the latest and greatest collaboration technologies.
By managing projects this way, we can lower the cost of our services, speed up our delivery time, bring highly specialized developers around specific project needs, and rapidly scale the size of the team around the projects we’re tackling.
Just ask any of our clients, and they’ll attest to the full service, agency level communication and quality they receive when working with Arch Virtual.",,info@archvirtual.com, 608.219.9318,Madison Wisconsin
,VR Entertainment,Animation,,http://www.vrmeister.com/vr-entertainment/#,,,,,
Virtual Reality Ventures,VR Entertainment,Animation,http://www.virtualrealityventures.com.au/,http://www.vrmeister.com/virtual-reality-ventures/,"Virtual Reality Ventures is at the forefront of the corporate virtual reality industry
We are leaders in one of the world’s most exciting, fastest growing mediums: immersive technologies.
We specialise in providing real VR solutions to some of the biggest companies in Australia and the world. As an official Samsung partner, we are develop high-quality, custom 360 media, apps and software that drive profit and grow business for our clients.
We understand the needs of the high-performing corporate sector because we have been there. Our managing director, Stefan Pernar, has held director roles in Fortune 500 companies and is the president of the Australian Virtual Reality Industry Association giving him a unique perspective on the sector as a whole.
Not just a tech company, but an innovation power house, we offer a wide range of tailored services including corporate consulting, app development, content creation and more.
Get in touch today to find out how you can start using virtual reality as part of your business.",,,1800993225,Australia
